Unnamed: 0,Comment
3800,intressting ! contre background removal model developed by bria available for noncommercial use
3801,dommage jai mac riche mdr
3802,hello faut quel modele mac quelle config faire tourner toutes ia local ?
3803,pc
3804,incroyable comme video !
3805,bonjour pourriez faire video plus dia local windows mac linux outils a propose svp
3806,ya site phising description cest normal mdr ?
3807,tiens tiens tiens video bide alors enleve mac titre ?
3808,pouah ! encore trop dingueries ia ! ca va trop trop vite ! faudrait tracker toutes technos sortent tienne compte evolutions chacune etc tellement a !
3809,ans etes prets vas sortir terme dia
3810,genre ia ?
3811,waaaa cest ouf
3812,non jure? ans aussi frere
3813,dommage klap cest vraiment bon outil balles mois merde quoi
3815,ollama moche na gui! pourquoi utiliser lm studio deja present depuis longtemps ???
3816,plein faultes oui lacets mickael merci bcp softs ultrautiles
3817,retirer ios titre cest smart personne utilise mac a juste titre
3818,hello pense dois etre stupide jai tente lier raycast ollama comme presente lorsque surligne texte lance commande ollama jai erreur no selected text found rien google a sujet quelquun a meme soucis ?
3819,yo faut autoriser raycast reglages systeme mac cherche appl la a autoriser applications daide a controler lordinateur
3820,enorme merci ca fonctionne nickel
3822,comme dhab super video a quand presentation equivalent windows ??
3823,oui dommage ca pense dev multiplateforme
3824,surtout linux !!! a biais chez micode envers marque ultraproprietaire apple
3825,softs autour lia developpes mieux optimises mac grace processeurs silicon biais vient surtout dici a plus gros contenu macos ca parle a plus monde actuellement
3826,pense tout ia etc windows faut vraiment oublier ca arrivera lusage tres monsieur tout monde
3827,dev utilisent macos cest ca
3829,a place klap testez aive ca a rien a voir et cest francais ! la cest bluffant
3830,a lequivalent windows?
3831,rencontre soucis a lutilisation ollama raycast lorsque declanche command texte selectionner jai no selected text found quelquun experimente meme soucis ?
3832,yo faut autoriser raycast reglages systeme mac cherche appl la a autoriser applications daide a controler lordinateur
3833,merci beaucoup ca a fonctionne !
3834,a quand meme expose windows?
3835,attendent sponsor microsoft suppose
3836,voila informations interessantes plutot youtubeurs servent soupe a open ai attention jargon chebrans
3837,combo parfait docker ollama webui nn
3838,veut apps windows aussi !
3839,cherche meme type logiciel transcription audio windows auriezvous idee ?
3840,a dintegre windows fais windowsh ca louvre
3841,pense quil voulais aussi efficace better dictation fait
3842,attendant jutilise personnellement word ligne permet transcription audio via copilote marche plutot bien
3843,pitie micode cest llama ollama liama autrement oui ollama cest incroyable dautant depuis recemment peut linterroger jeux dapi openai peut adapter code pointer ollama
3844,bonjour pourriez faire aussi windows linux svp
3846,plus part outils presente macos windows linux
3847,mac cest devenue nouveau linux informaticiens parisiens ?
3848,apps lair incroyable jai beau presente enormement solutions videos nai jamais parle celles la !
3849,intelligence artificeiel bien bonne gogole meme mesure dapporter traduction veritable langage suite
3850,pourquoi avoir laisse quelques secondes video faite klap?? trouve ca bete pouvoir regarder contenu analyses plus longuement dautres applis
3851,savais quon pouvait runner google local is that a joke?
3852,amazing video! love all the recommendations
3853,klap ca sadresse a probleme ba chacun problemes alors
3854,aaaaah punaise jhesite mal a investir klap
3855,secondes etes peu euphoriques non ? non adore !!!
3856,wtf! unsloth open source? merci underscore
3857,lien recast svp ? jai fait meme chose autohotkey windows nest forcement simple
3858,raycast
3859,vais tout essayer cest genial !
3861,model fine tuned traduction chinoisanglais chinoisfrancais super bonne idee
3862,perso jutilise dictee native macos ca marche super bien ! oui mots techniques bof composer mail cest easy
3863,cest fun parce tout dites cest present nativement windows xd
3864,venv fonctionne tres bien python environnment virtuel
3865,perso jai mis ollama docker webui comme interface web tout nas utilise cg gtx ti generer tokens
3866,tokens quoi?
3867,llm produit tokens morceaux mot lunite mesure dun llm token
3868,domaine lintelligence artificielle token unite base analyser traiter texte generalement token represente mot ponctuation autre element langage selon contexte lobjectif lanalyse
3869,recast historique pressepapier a gros risque lutilisation gestionnaires mdp ?
3870,hello jai cherche recast trouve rien cest recast warp ?
3871,posait mm question
3877,a delay quand meme super video !
3878,super video ! merci partager bonnes astuces vivement prochaine
3879,salut possible faire ia assistant perso acces a tout donne docuements image pourrais taider specifiquement ?
3880,oui cest deja faisable chat gpt pro ou peux creer agents fournir documents images etc
3881,outils payants cest dommage!
3882,pense quon peux aussi feliciter browser arc a vraiment bonnes idees lia jai abandone brave chrome comme soft bien foutu
3883,removebg ca existe ms paint windows
3884,apps macos? cest plutot app ordinateurs windows linux macos tant mieux car si cetait apps non dispo sous linux nauriez pouce bleu
3885,waow merci !! valeur quelques minutes !!
3886,bonjour jai remarque camera micode etait surexpose effet crame super sujet continuez comme ca cest super chaine !
3887,bonjour jai remarque tout monde sen tape cdt
3888,belle maturite jai remarque etais trou duc pretentieux prendre le monde nas qua aller fermer gueule ailleurs si pollue air bisous
3889,cam nest surex contre a vide dessus tetes deux autres personnes
3890,f u
3891,a compris proapple merci
3892,vive power users !
3893,merci petit complement dinfo better dictation fonctionne quavec processeurs dapple
3894,attends parlent baspeuple mac intel
3895,looool
3896,bien avoir video similaire doutil sous windows
3897,a outils dispo sous windows video
3898,jai compris pose probleme python si cest juste interfacer modules dia tournent local vois quoi rust peut changer donne face a python ? ca ete bien donner argument histoire davoir idee
3902,quand fais tourner modele consequent utiliser gpu beaucoup plus efficace voire essentiel gros modeles genre mixtral autres jai test
3904,quelle tete champion miniature
3905,aime beaucoup vraiment jarrive a comprendre gens parlent autant tech narrive a regler probleme synchro son jure cest penible
3906,enorme ! merci veille cest compatible linux tout ca ? equivalent ?
3907,ollama oui reste sais tout
3908,estce lun lune dentre a installer betterdictation macbook m sait comment bien linstaller configurer ? logiciel fonctionne tres bien a reconnait langue anglaise b napparait nulle part deventuels reglages !
3909,etes sponso apple quoi ? cest fait plusieurs videos pub eux mac cest loin detre top techno cest surtout top terme denvironnement plumer technophile bobo
3910,va laver
3911,tas trop rage mdrr
3912,cryptorempli darguments commentaire dis donc quand voie pseudo apres tous cest surement tous dont etait capable
3913,rage parce apple clairement meilleurs macs apres javoue iphone etc cest marketing pigeons niveau mac cest top top
3914,vous marketing pigeon concerne mac ? exemple virus mac ? n y a voyons plus faux meurs idem sav materiel mac combien gens vu propose racheter mac complet piece defaillante ?
3915,ouf macs cest bien connu xd
3916,aurais dit tout linverse iphone ipad etc car servira a coder a bidouiller a etre productif contre mac cest fermer surtout jaime tout los meme jamais partirai windows
3917,achetez toujours macs config ? ?
3918,perso produit techno fl mac ca marche bien
3919,plus productif iphone quavec android ah ! quoi ?
3920,jai rien compris debut a fin cetaut cool ps jai tape message moimeme deso
3921,tellement cool format! veut encore!
3922,super emission
3923,apprendre programmation france rien fait aider entre compilateurs defaillant manque tuto fr motivant ia va prendre dessus !
3924,rust the top rewrite it in rust !!!!
3925,tellement qualite infos dingue ! bravo a !
3926,arretez feature juste ca fait branche !! fonctionnalite cest francais bien plus joli a entendre !!!
3927,etes decider doit etre dit ? utilisez mot divulgacher exemple ? trouve limite entre mots anglais acceptables autres ?
3928,fonction emprunte latin functio feature langlo normand feture vient lancien francais faiture dommage essaie encore
3929,tarreteras dire weekend donc
3930,azur aussi cest dorigine arabe
3931,feature anglais vient normand vieux francais feture meme vient latin factura donc cest mot dorigine francaise comme moitie mots anglais
3932,cest peutetre juste deformation professionnelle langlais etant langue domine domaine informatique
3933,ou ma fait marrer cest deux frenchie lol meme pluriel adore langue anglaise connais anglonormand franglais geeks lol insupportable! peu oui trop tue trop!
3934,syllabes vs syllabes sans compter cest dorigine francais a base
3935,ca marche monde informatique monde creer langlais
3936,dirait bureaucrate parle
3937,mots anglais inutiles
3938,tractage bonjour
3939,doit etre oudea castera utilise compte anon defendre langue francaise feature choque absolument contexte tech chaine cuisine si gars dit mettez farine robot patissier feature petrissage oui lol
3940,oh casse tete si taime ca va chaine francais rends fou
3941,tabernacle! a quebec ici
3942,oui comme plus mots anglais mots plus francais rien a foutre leurs origines plus comprends
3943,arretez weekend juste ca fait branche !! fin semaine cest francais bien plus jolie a attendre oh cons
3944,roy ben comme disent si bien adultes quand comprend mot quelque chose base ca sappelle dictionnaire apres si tas lenvie faire leffort prendre s faire recherche google alors lache etudes
3945,fabrice luchini sort corps ! cest aussi plus rapide a dire
3946,comme cest plus facile detre aigri passer quelque secondes a chercher
3947,cest plus court syllabes cest trop
3949,trouve aigri ? suisje sense chercher ? jai dit ca car fabrice deteste lon utilise mots anglais tout comme cet internaute aussi jai lu mot fait derive anglais dune origine francaise donc bon ny a plus sujet
3950,pappo
3951,la cest tech donc vois ou probleme cest choquant plus a mal mots anglais dictio francais inversement contre cest vrai dautres contextes parfois cest surexaggere ca devient juste chiant ridicule
3952,oui fin semaine
3953,daccord
3954,a raison !!!! ajoute ca suffit dire framework a deja quadriciel francais !!! punaise ca met vraiment colere genre truc srx
3955,francais degoute a point ?
3956,nai porte aucun jugement plus important langage cest comprendre lorsque gens commencent a dire quil faut utiliser tel tel mot plutot dautres alors meme comprehension nen changee accorde interet
3957,vas dire a scrum master
3959,laigri originel
3960,feature cest comme culture moins a plus letale !
3961,oh gueule
3962,gueule langue merde morte francais maitrisent absolument pas this is progress baby arretez faire pleureuses comms chaque video parce quil a peu trop mots anglais a gout personne a rien a faire
3963,as juste argument quoi viens
3964,monde animaux cest quelque chose
3965,tout monde dit feature tech depuis lulure
3966,feature
3968,langue evolue constamment ya franglais ridicule franglais a vraiment raison dexister secteur utilise langlais constamment meme netant tres fort anglais quand code toutes fonctions variables nom anglais faut arreter tout vouloir francise!
3969,quel commentaire merde
3970,feature ca fait branche ca fait illettre
3971,taggle
3972,commentaire plus inutile jamais vu taggle
3973,
3974,syllabes cest trop long vendeur tech na temps
3975,google cloud cest insupportable alors debile nuage cest tellement plus sympa a entendre
3977,aigri
3978,roy pitie fous paix gens langue francaise nourrie nombreux lexiques
3979,image decaler
3980,vraiment stylax
3981,bizarre a invites entend jamais bizarre
3982,fois daccord better dictation fait mieux dictee mac dictee vas beaucoup plus vite
3983,oublier cheque inventions autres logiciel car joublirais poches vide
3984,toppp! mercis
3985,erf zut ici aussi message censurer sniff
3986,first
3987,faite pareille windows
3988,chez better dictation a performances tres mauvaises plus gros modeles trompe tous mots exemple dis avec modele cest mieux ? transcrit modele cest mieux ! alors cest peu larnaque truc deviens cest peu larnaque soustrique mieux dictee mac
3989,quelquun a informations outils font voice changer direct minimum delais ? ainsi meme idee traduction automatique entrante sortante ?
3990,rusttttt
3991,gens rendent compte rentre nouveau chapiteau lhumanite chapitre regi grande partie lintelligence artificielle
3992,ca va etre sacre cirque tout ca
3993,arretez! viens quitter lenvironnement apple deuil nest tout termine
3994,non ya pleins choses ailleurs cest juste quils peu pro apple alors forcement mette plus avant
3995,imaginez ans softs pourra faire fonctionner local iphone
3996,android ram plus rapide faire tourner lia existe appareils apple mistral b tourne deja tres bien iphone local impossible android
3997,raconte nimporte quoi iphone peter si android gb ram bon
3998,a modeles b quantization bit
4000,oui preneur sil a projet public
4001,merci infiniment briaai ca tombe a pic putain cest insane !
4002,serrait cool presenter apps compatible linux windows
4003,probleme cest quil a moins dapps macos windows linux peutetre bien
4004,malheureusement tres peu aucun windows linux puces arm memoire unifiee limite lexec modeles local
4005,plupart apps presentes cette video peux reussir a faire tourner windows jai ollama wsl ca marche assez bien
4006,oui ollama a version beta windows sais lai teste ca marche assez bien
4007,cest quoi cette chaine tourne a sponso apple
4008,oui daccord choix logiciels dollama lavais teste a quelque mois donc jai suivis toutes nouveaute
4009,dit app opensource dit app multios il a generalement portage assez rapide comunaute notamment linux proche macos evidemment apps lignes accessible a tous apps macos? cest plutot app ordinateurs windows linux macos
4010,parler titres raccoleurs changent toutes h catastrophe surement genie marketing com a loeuvre merci a lui
4011,dison quelle parle matos fonctionne bien ! sans offense
4012,ce
4013,coup sous linux car wsl fait tourner linux interface bash wsl installe defaut si non precise ubuntu
4014,windows subsystem for linux daccord ca reste windows los ou navigue joues mots la
4016,si montes machine virtuelle los dapple ca peut fonctionner ?
4017,cest plus chiant plus complique semble ca risque aussi detre moins performant
4018,alors jai peutetre mal regarde tas ny a quun fonctionne mac os
4019,pense propos inverse ici general applications souvent disponible partout sauf mac ici elles toutes disponibles mac mac moins mac
4020,utilisateur window peuvent avoir petit better dictation ? svp
4021,encore cest tous utilisateur macos
4022,ca utilise whisper donc pense ca tres complique porter windows
4023,tres certainement ca doit meme surement exister mac prioritaire cette chaine
4024,a a marre lia peut avoir dautres sujets ?
4025,tes courant tes chaine tech ?
4026,a lia tech faut avouer quil a beaucoup contenu lia moment
4027,y a lia tech
4028,propose
4029,tes hasard ia
4030,pourquoi tas clique video cest ecrit titre
4031,mec quand click video micode ptn ca parle encore technologie cest quand changer sujet
4032,tech ny a lia mec
4033,moment cest sujet principal mec
4034,a cette chaine peux aller voir ailleurs sinteresse a quil veut parle sujets auxquels sest interesse
4035,ca va encore raller quunderscore proapple
4036,ya plus besoin raler cest ultra visible depuis annees
4037,probablement parcequapple excellente marque
4038,oui vois souci quils pro apple cest meme coherent quand sait puces apple font chaque mac loutil ideal lusage lintelligence artificielle
4039,faut dire puces apple font chaque mac loutil ideal lusage lintelligence artificielle interne particulier
4040,comprend pas apple cest tellement hardware null si chere
4041,non avant cetait meme hardware pc vendu a fois trop cher a present nouveau proc arm tueries mais toujours trop cher
4042,slt
4043,slt
4044,slt
4045,slt super video!! contre semble quil a delay video son
4046,oui commente tous ca a chaque video pense quils lisent commentaires lequipe parce quils reglent toujours probleme cest surtout plans close up ca discute tech tout bon vieux montage sous movie maker ca arrive !
4047,delai delay arrete franglais comprend riennn je ris hein
4048,delai vient upload video youtube meme chasse utilisateurs bloqueur pub personnellement nai decalage son video
4049,pourtant yt premium jai decalage dailleurs ordi ios
4050,full bot commentaires
4051,faut hesiter a signaler commentaires contenu sxeuel
4052,marrant quun bot reponde lintelligence artificielle ca arrivera peutetre jour
4053,cest exactement quun bot dirait
4054,peutetre peutetre intelligence artificielle vais domine monde
4055,est comme papiers rue tout monde sen plaint baisse ramasser signal bot cest pareil
4056,tout cas vas dominer monde lorthographe
4057,site jai deja bots balancent commentaires repondent entre
4058,cest certain
4059,cest quel genre site
4060,sur comprendre cest troll ya vraiment blinde bots?
4061,cest bot
4062,dominer lorthographe
4064,dis effectivement ya mal commentaires generiques a con apres savais cetait payant trucs javais creuse font ca souvent cette chaine? estce peux prendre sy dit serieux temps normal ?
4066,dessayer troll toimeme bot
4067,tant modele langage peux assurer parfaitement humain
4068,vive macos !
4069,toujours demande apres lecran tactile questce quils peuvent creer nouveau franchement rien dinteressant quils contentent daugmenter nombre cameras mieux
4070,journaliste parle retrouver liberte
4071,insupportable journaliste tjrs a chercher mots decouvre fiches direct quoi ?
4072,deja poses question chez apple casques si personnes chat zoom lautre cote voient quoi ?? personne balade appartement casque estce quils droit a avatar dddd
4073,czst hyper dangereux tout jafmire adiatiques tres performants performants ceci diabolique paparler virtuel
4074,horreur ce monde
4075,quel progres ! lhumanite a tant a gagner !
4076,tout monde surveille tout monde
4077,si journaliste presente nouveautes parlait plus fluidite moins de euh cela parfait
4078,body cam
4079,demain tous borgs
4080,bonjour futur plus plus debile! nest superflu objets inutiles tant videaste amateuryoutubeur vois linteret gadgets
4081,mec sort moins dinteractions telephones jai plutot limpression cest autre truc indivisualiser davantage couper encore plus liens sociaux humains
4082,flippant
4083,cest ca intelligents disent lacher telephone si veut evoluer lieu dinvoluer
4084,ridicule !!! plus avance plus recule !
4086,theo thierry simon etcv vivez seuls normandie tres complique etait comme ca vers cannes histoire empiecements centimes poison potionnez parfums bad game ici incapable nouvelles technologies pouvoir femmes partout vers lourdes nsimalen chassez reveuses
4087,telechargement !!!
4088,ya trouve journaliste dit choses aberrantes??? jen veux puces vis tres bien sans ca
4089,intimite sante
4090,espere jour soleil rayons vont detruire technologie
4091,mesdames messieurs rassures prenons bien chemin mur! puce non invasive quils dit!! meurs
4092,bientot va faire greffer carte sim ! ca va venir ! complement dingue
4093,comme serie upload!
4094,her va devenir realite non ? estce quune puce virtuelle sadapte a pensees paroles peut remplacer presence dune personne chere quelles imperfections ? parler puce faire lamour joujoux quel plaisir
4095,rien tout cela pourras remplacer telephones
4096,fin monde plus grand regret navoir profiter pleinement vie
4097,pourquoi mode passe voisine demande
4098,personnellement pense ecrans vont disparaitre
4099,laisser ia quun dinconnu commander corps pensees ? faut vraiment etre naif croire cest bonne idee
4100,cest sombre tout cela!
4101,maintenant jaimerais bien voire voisine hahaha
4102,bientot telephone integre lhomme comme solution plus smart parce meme hologrammes trouves encombrant lapocalypse saccomplit petit a petit
4103,sites adultes
4104,cest tout revolutionnaire
4105,ca rappelle derniere saison miraculous ladybug ou bracelets electroniques projection holographique integree a place telephones
4106,ny arrive a grands pas ap fit tous petits grands riches pauvres libres esclaves recussent marque main droite front ap personne put acheter ni vendre sans avoir marque nom bete nombre nom
4107,retrouver liberte ??? quelle foutaise notoire !
4108,technologies vont tues litteralement lhumanite cetait deja grave niveau conscience jusqua la cette fois ca va depasser tout entendement !
4109,nappelle ca spectaculaire plutot horrifiant !!!!!!!!!!!!!!!!!
4111,robot accueillera chez sinquietera nouvelles ? linhumanite meprise vie sattacher a parodie vie
4112,is not far away be aware of
4113,stop
4114,nest interessant devoir parler publiquement obtenir informations
4115,nen veux meme pas peine quoi monde??
4116,sans moi
4117,marque bete
4118,demande a alexa si sue!
4119,reseaux sociaux destruction flippe heureusement deja agee
4121,dit marque bete entrain mettre place
4122,tout n importe quoi
4123,gros flop
4124,desole jaime plus monde cest pire tout romanciers sciences fictions imagine ca va plaire
4125,heureusement cher er sinistre veut lutter contre ecrans gamins a fini pleurer bebe
4126,yeh starfoullah fin proche allah preserve mal
4127,marque bete approches petit a petit
4128,vivra verra
4129,vivra verra
4130,trop tech tech bref ya quoi remettre question bon sens vivre
4131,tout cela predit apocalypse dernier livre bible encore prediction train realiser jesus revient bientot
4133,sais jai grave peur
4134,faut liberer puces reprendre liberter avant cest trop tard
4135,peu boulot voulez france reponse journee vrai moment hilton
4136,even though istanbul is a european city and million people live in it i still and persistently condemn the fact that my sky new weather forecasts are shown in the middle east region a city leave it not separated
4137,technologie menera a perte voire lextinction
4138,va perdre totalement contact autres
4139,diable dechaine enchaine ! quel millenaire diabolique personne bouge reagit !
4140,appareils inutiles font croirent quils sont
4141,phones will be a minor inconvenience the whole of the present collapses europeans will soon have to say goodbye to cooperation russia increases its grip european control
4142,jy vois juste nouvelle forme despionnage vie prive gens sous forme cameras embarque controle pouvoir
4143,refuse categoriquement
4145,tres bonne video merite detre visionnee cest assez eclairant quoi quil soit dois beaucoup a m gerg avoir change vie quelques mois depuis jai commence a faire commerce lui jai pu mener vie jai toujours desiree
4146,moments difficiles famille jespere quil disponible
4147,instagram
4148,gerg bernstein trade
4149,a vrai dire depuis lai rencontre jai beaucoup succes maide a gerer toutes transactions actifs jusqua jour
4150,lai rencontre quand jai vu gens parler lui jai pense cetait changement jusqua puisse rencontrer personne decouvrir cest homme tres gentil humble depuis ca a ete facile
4151,in phone futur
4152,cest horrible !
4153,ya android peux teloigner toutes choses jai envie vivre annees
4154,retrouver liberte bonne blague
4155,societe gadget
4156,dire quun jours tels crane
4157,ca critique ca critique premiers a acheter daubes !
4158,sacre progres revient ecran a couleur siecle dernier !
4159,schwab annonce tous ca
4160,apres pourra meme teleportation
4161,attendra bientot plusieurs personnes tombees amoureuses hologramme compagnie la gate box
4162,tous technology contacter ? lespace parler virtual aliens i miss the the s importe quoi
4163,ceux quon mains bras ?
4164,cest le congo
4165,nimportequoi
4166,a quand puce integree sous peau les personnes etaient nommes complotistes nommerai visionnaires
4167,jouets adultes nouvelles eres savoir developpement ?
4168,demande produits si mal concus ?
4169,oo? ecoutez madame future smart phone cest smartphone meme oo cest comme television oo bon jai visions meilleur oo g jappelle mere dallemagne tunisie montre d lespace mere d entrain faire cuisine maison oo cest cela future
4170,jespere quun jour tout va exploser ciel quon redevienne libres incognito comme avant
4171,si seulement car pire pire
4172,saviezvous qua fin temps ny plus delectricite guerres feront a cheval? nai dit ny aurait passera quelque chose physique bouleversera tout
4173,veulent pucer temps refuser tout ca
4174,refuse gens prennent photo rue boycott arretez surconsommer faut taper portefeuille
4175,nous crois quon a besoin choses alors!
4176,nous crois quon a besoin choses alors!
4177,deja vu tous films cest bon a compris ca boss dur chez hein ? lool
4178,irez jusquou comme ca ? quest ca apporte a vie humaine ? trop dinvention rien parfois
4179,smartphone demain holographique ailleurs existe deja
4181,science toujours top amour prochain zero
4182,cest vraiment nimporte quoi
4183,bizarre lexemple journaliste a besoin code porte dentree voisine penetrer chez elle si a invite bien sur !
4184,humanite a merci robots geniaux meme plus capable controler
4185,comment vont faire ca tout cas lactualite
4186,crains developpements toujours plus avances nuisent a lhumanite ! trop chaud car meme si fixe limites a li a dautres pousseront toujours plus loin
4187,cest debut puce
4188,journee
4189,manuvre diable cours marque diable selon lapocalypse
4190,jamais verra smart
4191,cest bon coeur ca
4192,cultiver linutile oublier lessentiel
4193,vraiment cest fin monde sapproche
4194,cest inquietant
4195,fin proche
4196,voulez absolument preparer lantechrist oui
4197,marque bete juste a porte
4198,bjr a marque bete
4199,merci ca cest tres informative
4200,pourtant france debut annees formule rfrf a ete derivee revelant lingerence rothschild toutes affaires france !!!
4201,va faire prendre photo a insu super
4202,team smart phone physiqu
4203,prefere utiliser mains actives passer lecran total plutot passer lecran total a mains passives
4204,comment fait regarder film serie tchatcher bidon ca vas marcher
4205,betise humaine na plus limite
4206,ca sert a rien si juste a debiliser peuples
4207,va pouvoir rien tout ca fait plus ans quon promet truc linstant rien
4208,ben oui greffer cherche encore zone corps diffuser bonnes ondes
4209,rien dinteressant projets pffff salade
4210,franchement faudra absolument smartphone vivre bien faire dirige a baguette fonctions made in usa future promet va devenir super obese a force plus bouger presque bientot baissera smartphones
4211,oh lhorreur
4212,bonjour qualite limage paume main
4213,astu deja fais mise a point video projecteur k paume? meme qualite plus quacceptable
4214,dadjal
4215,quel triste monde!
4216,secheresse menace demander a lia
4217,vive fin monde jesus christ plus loin
4218,controler plus bien
4219,cest ca entrer spiral sortirez jamais
4220,apres generation z recommence a a
4221,tous perdus
4222,combien mange proteines ? demande a uber
4223,a ressortir ans
4224,cette invention nulle si navez rien a invente alors fermer laboratoires
4225,this is literally a black mirror episode waiting to happen lawd have mercy
4226,bientot projet rachete multinationale ameliore
4227,pfffffff!!!!
4230,sais vraiment quoi penser trucs
4231,technologie tue lhomme petit a petit
4232,smartphone futur devras prendre soin vie
4233,resterait alors d un empire construit credulite sedentaire?
4234,cela risque couter cher regarder main voiture
4235,cest fameux comme lhomme fait nouveaux decouvertes importantes malheureusement ca va plus plonger lhumanite lindividualisme
4236,veux
4237,ha oui idole jaime nien
4238,oue jkifff
4239,connaissance grandissante derniers jours comme dit bible ca netonne moins dun
4240,smartworld sans humain!!!
4241,cest nul
4242,quoi fini internet super vacances vive liberte
4243,delene may sen rakkou you djiguene yii khalisss
4244,donc plus dintimite tout monde pourra voir fais telephone
4246,a dire dependance total quoi autrement dit cest matrice
4247,cest lepoque quoi
4248,presentateur semble trouble journaliste regard comprends clairement
4249,tout cas cest americains inventent creent cest francais commentent
4250,motherfatherjennlopez dollardollar
4251,??????
4252,puce electronique laquelle peut acheter vendre a linterieur peau main droite prete lidentite numerique informe mme joron depute europeenne
4253,comment developper turbo cancer cest rien pfizer a tout miser medocs cancereux ca va peter tumeur tous sens hahahahahah
4254,tout cas monde part vrille
4255,cest flippant waouh
4256,vais des demain chercher nokia
4257,aime bien proteines apparemment
4258,menez monde a labattoir plan malefique marchera njc
4259,tous cela a prix prix sangs congolais
4260,lenferprison perspective
4261,ptdrrrr veulent tuer beau monde
4262,reussi a plonger reellement lunivers films sciencefiction extraterrestres vont bientot attaquer
4263,ca fait penser a peugeot revolution a lepoque faut dire personne nen a voulu
4264,progres digitaux impacts
4266,lavenement bete signes fin temps
4267,ca va etre pratique cadrer quand prends photo boite allumette chemise
4268,incroyable comment cest claque sol
4269,nul
4270,ca rendra plus intelligent for sure !
4271,fin monde proche livres saints lont predit !!
4272,cest tout ca beaucoup gens soufrant congo brazzaville la mine cobalto
4273,tout compris
4274,salaries peuvent demissionner !
4275,cancer va encore developper sous plusieurs format
4276,ca peut etre reel parce autant technologie savance cest ainsi retour jesus sapproche alors meilleur a faire cest daccepter jesus comme maitre seigneur salut ames
4277,mieux mieux bientot va ken wifi nimporte quoi
4278,tout ca homme developpent donc rien peux depasser cerveau humain
4279,jesus a porte repentons revenons voie jesus freres surs
4280,sais maintenant meme voyager naura plus besoin passer
4281,ces vrai blanc non rien a faire
4282,controler dabord exterminer apres savent tres bien quils font pharmacie signifie pharmakea cest a dire sorcellerie poison
4283,ouais extraordinaire mattendez a truc oufff
4284,cest blague??? croirait revenir ans arriere quand parlait telephone futur aucun interet davoir smartphone sans ecran
4286,dirait quils racontent serie upload
4287,tres cool
4288,occuponsnous plutot changement climatique dont consequences entrain faire ravages
4289,telephone sans ecran besoin exprime utilisateurs? reponse a probleme notable pose ecrans telephone? juste ingenieurs veulent simplement exploiter possibites offre technologie?
4290,jespere projet rentable
4291,meme femme davenir naura plus v
4292,chiffre bete deja la veut retourner
4293,jesus christ revient bientot fin proche
4294,encore betise humaine
4295,scene film culte fait pense a gadget demolition man a apercu genre a appareils scene policier attendent instructions arreter snipes ben est pile poile demolition man
4296,gadgets completement stupide !
4297,jour transformes cyborg
4298,facile a vole mdr belle avancee
4299,narrive a croire
4300,qd pense chez parents meme fixe la quapres a ete malheureux pr autant !
4301,cest prison gros
4302,creent choses dabord mettent a disposition grand public ensuite cherchent dangers potentiels
4303,ah grincheux oblige suivre comme laviez fait tous progres la necessite fait loi
4304,completement ridicule inutile smartphones actuels suffisamment performants cela va trop loin !
4305,russe doivent rester a maison dimanche
4306,decryptage passe dilein
4307,cela va permettre liberer bonne blague amener gens a reflechir moins possible isoles plus possible faciliter controle leurs vies bonjour liberte foutaises !!!
4308,prefere fois ecran
4309,france france tv voix disrael information biaisee propagandiste!!
4310,parles dun progres !
4311,parfait ! cela fera plus place ceux prefere vivre vie reelle reel futur fait via avancees technologique joue lunivers innovations fourmi debiles reflechissez !
4312,oui inities appellera ca scanus cest vendu securite sans aucune intervention part mettra cloud toutes donnees biometriques toutes ms belle vie progres ?!
4313,i french language
4314,critiquent tous clavier dun iphone yen a meme parmi la iphone bon etat achete plus dune annee plutard pris
4315,seulement minerais lafrique sang congolais
4316,salaries peuvent demissionner !
4317,peuvent dire verite moins
4318,veulent plonger matrix
4319,pourquoi tout ceci seigneur retour jesus proche ca veux dire marque bete va renie toute terre nenportre faut accepter marque manger salir etudie ect cherche dieu ca arrive alors ya seul chemin cest jesus
4320,sans rien cache technologie detruit a certain niveau cella devient bette finir cest quoi projet monde cour a ca ruine
4321,monde bouge technologie savance
4322,dernier contre assez inquietant reste bah a question choix libre a avoir non
4323,chatte jai pete
4324,genance totale peux demander code l interphone voisine heu si ma invite bien sur ! regard pitie presentatrice ! priceless ! changement calecon boug
4325,france non plus
4326,sans selfi cest mort
4327,quel nom telephone portable trouve a hauteur poitrine ?
4328,boobphone
4329,
4330,cote puce parcontre japprecie
4331,tout ca existait deja plus
4332,ny vois aucun interet pourtant betise tout simplement nimporte quoi
4333,quoi journaliste parle maniere aussi approximative ??
4334,cest horrible
4335,jespere quapres ca restera encore assez neurones savoir si a besoin faire caca ! le reveil laurent gounelle a lire toute urgence !
4336,meme maniere ia evolue le peche aussi evolue et quand philosophe dit science sans conscience nest ruine lame vous lecoutez que dieu pardonne derives yeshoua mashiah revient mettre fin a tout ca tu encore temps ruiner ame donnant coeur
4337,super sayains arrivent
4338,oui bon alors? pffff on part vrille dommage on sautodetruit triste et tout ca?pour largent
4339,guillaume e e a bu e peu e trop cafe e quel manque respect telespectateur !
4340,tous va vrille monde senfonce plus plus
4341,et encore in barbu poilu de allez bye bye
4343,comme tours docteur faust
