,Comment,Sentiment,Score
2920,gane iphone voy descargarme sol casino,positive,0.9412715435028076
2921,regalaria ruckstar aniversario,positive,0.9739775657653809
2922,si ganara iphone estare feliz haberme sacado premio sorteos fin saludos prankedy,positive,0.984261155128479
2924,cursos linea,positive,0.9854453206062317
2933,yoooo,positive,0.9373115301132202
2934,wey patetaxos jajaja,positive,0.923662543296814
2935,haria si ganara iphone seria venderlo arreglar terrenos jefe fallecio,negative,0.933803915977478
2936,iphone vere todas porkys pagina naranja,positive,0.9699752926826477
2937,primero aria? ir ya depues vamos biendo!!,positive,0.9225990176200867
2944,usaria celular ver porno saludos eddy,positive,0.9641228318214417
2946,si gano iphone regalo mama telefono,positive,0.9024255871772766
2949,quiero iphone carrera universitaria,positive,0.9064176678657532
2950,quiero ganar iphone,positive,0.9520983099937439
2953,rifado,positive,0.9894507527351379
2955,quiero iphone que realidad jamas entonces usaria universidad siempre participado espero correr suerte sigue asi bro excelente contenido suerte,positive,0.9901717305183411
2965,primero haria si iphone seria darle telefono mama porque robaron hace,negative,0.9175134301185608
2973,pedirme tacos codigo prankedy,negative,0.9180070757865906
2978,vamoos eso regalo carnal,positive,0.9166662096977234
2980,vamos k likes,positive,0.9790920615196228
2982,si ganara iphone creiria celular alta gama dificil adquirir estaria feliz saludos prankedy,positive,0.9398617148399353
2983,primero haria retomar gusto fotografia hace anos ponia dedicacion gustaria volver hacerlo,positive,0.9701927900314331
2989,pa jugar codsito,positive,0.9124231934547424
2995,quiero ganar,positive,0.9676991105079651
3002,sera ano suerte?????,positive,0.9063819050788879
3003,abrir safari privado,positive,0.9429103136062622
3005,neta primero haria seria prenderlo jajaja alch no pondria poderosisimos trivium bad omes,negative,0.9497792720794678
3006,ek,positive,0.9178532958030701
3007,hackear nasa,negative,0.9127543568611145
3008,quiero,positive,0.9677879810333252
3013,jaja q qliao,positive,0.9151626825332642
3021,quiero telefono regalo cumpleanos mama,positive,0.9576940536499023
3022,quiero ganar,positive,0.9676991105079651
3024,merezco ganar yo sigo hace anos,positive,0.911715030670166
3025,ocupo iphone poder ver hd,positive,0.9621555209159851
3028,primero haria historia chivos,negative,0.9419249296188354
3029,bro quiero iphone,positive,0.9329192042350769
3030,seria primera vez ganaria,positive,0.9482564926147461
3031,quiero ganar iphone,positive,0.9520983099937439
3032,jajaja pasado lanza,positive,0.9363160133361816
3033,regalaria mama celular,positive,0.9805858731269836
3035,quiero ganar iphone,positive,0.9520983099937439
3038,hace anos cambio celular alegraria,positive,0.9481812715530396
3039,si gano iphone usaria escuela esta bien jodido,negative,0.9886639714241028
3040,quiero ganar iphone favor,positive,0.9099370837211609
3042,seria primera vez ganaria,positive,0.9482564926147461
3043,quiero ganar iphone,positive,0.9520983099937439
3047,si gano unas buenas selfies,positive,0.9461642503738403
3049,probar garage band esta perlas condenado,negative,0.9890763759613037
3052,quiero ganar,positive,0.9676991105079651
3054,realmente utilizaria telefono uso personal actualmente usaria llevarlo trabajo preocuparia ser asaltado transporte publico perder informacion personal,negative,0.99207603931427
3055,quiero ganar,positive,0.9676991105079651
3058,pico,positive,0.9433133006095886
3059,si gano iphone aprendo cocinar,positive,0.9294304251670837
3060,quiero ganar,positive,0.9676991105079651
3061,si gano aria musica yutu,positive,0.907089352607727
3062,si gano iphone vuelvo youtuber,positive,0.928182065486908
3064,falta mil laics nervios saludos prankedy,positive,0.9218391180038452
3066,baile felicidad,positive,0.9908257126808167
3068,quiero favor!!!,positive,0.9766523838043213
3072,ojala oued ganar iphone,positive,0.9088432788848877
3073,si gano mandas foto fondo pantalla,positive,0.9166809916496277
3078,tio edy quiero iphone,positive,0.9575607180595398
3083,si gano iphone primero haria seria grabar broma,negative,0.9729236364364624
3085,tomaria buenaaas fotos espero ganarlo,positive,0.988572359085083
3088,veria ancianas bailando vikini jaja k riko,positive,0.923128604888916
3089,si gano iphone regalaria mama cumpleanos,positive,0.9276261925697327
3091,gustaria aprovechar iphone escuela,positive,0.9629421830177307
3100,ayudaria tener telefono seguir vida influencer sacar mejor contenido fit,positive,0.9758283495903015
3102,si gano iphone primero haria usarla trabajo fotografia camara averio,negative,0.9188124537467957
3104,primero haria si gano iphone seria tirar mugrero cel alv,negative,0.9063321352005005
3117,gustaria tener iphone regalo,positive,0.9689655303955078
3122,primero haria si gano vender pinche cel da,negative,0.9301635026931763
3125,quiero phone darselo ami papa,positive,0.9423413872718811
3126,chile quiero iphone mi amor,positive,0.9925522804260254
3127,usaria dia dia verdad uni trabajo,positive,0.9475030899047852
3129,ayudaria escuela uso diario darle promocion negocio papa,positive,0.968023955821991
3130,ayudaria escuela uso diario darle promocion negocio papa,positive,0.968023955821991
3132,poder utilizarlo universidad,positive,0.9144848585128784
3133,ayudaria escuela uso diario darle promocion negocio papa,positive,0.968023955821991
3136,quiero iphone escuela regalarselo madre,positive,0.9440718293190002
3137,gustaria tener iphone regalo,positive,0.9689655303955078
3138,quiero iphone regalarselo mama,positive,0.9799745678901672
3139,usaria medicamentos venderlo seria bueno,positive,0.9212455749511719
3140,quiero iphone ver zazaza,positive,0.9381705522537231
3141,ayudaria escuela uso diario darle promocion negocio papa,positive,0.968023955821991
3142,quiero iphone darselo mama pueda ver mejor resolucion series peliculas,positive,0.976214587688446
3143,tambien seguir tareas hacer presentaciones buena calidad escuela,positive,0.9897511601448059
3150,primero haria seria agradecerte tomarme muchas fotos,positive,0.9927694797515869
3151,si ganara iphone regalaria mama siempre ah querido uno sabe como utilizarlo feliz escucha siri seguro seria feliz! saludos!,positive,0.9949080348014832
3156,daria buen uso,positive,0.9866132140159607
3158,iphone regalaria mama merece estrenar bien,positive,0.984901487827301
3159,quiero tener iphone poder tener experiencia diferente android despues tiempo,positive,0.9583448171615601
3160,primeros haria seria saltar felicidad decirle ami mama celular mitad tik tok mitad mio cosas,positive,0.93757164478302
3162,primeros haria seria saltar felicidad decirle ami mama celular mitad tik tok mitad mio cosas,positive,0.93757164478302
3163,iphone usaria jugar bbrbet codigo pedir chingos rappi codigo alv,negative,0.922203779220581
3166,primeros haria seria saltar felicidad decirle ami mama celular mitad tik tok mitad mio cosas,positive,0.93757164478302
3167,primeros haria seria saltar felicidad decirle ami mama celular mitad tik tok mitad mio cosas,positive,0.93757164478302
3170,pues usaria seguir curso fotografia ayudaria,positive,0.9686785340309143
3171,primeros haria seria saltar felicidad decirle ami mama celular mitad tik tok mitad mio cosas,positive,0.93757164478302
3173,prankedy amo,positive,0.9956243634223938
3174,hola maistro,positive,0.9735727906227112
3176,primeros haria seria saltar felicidad decirle ami mama celular mitad tik tok mitad mio cosas,positive,0.93757164478302
3177,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3180,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3182,primeros haria seria saltar felicidad decirle ami mama celular mitad tik tok mitad mio cosas,positive,0.93757164478302
3183,gustan,positive,0.964146614074707
3184,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3185,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3186,si gano iphone primero haria seria grabar unas bromas chingonas,negative,0.9385706186294556
3187,primeros haria seria saltar felicidad decirle ami mama celular mitad tik tok mitad mio cosas,positive,0.93757164478302
3190,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3193,primeros haria seria saltar felicidad decirle ami mama celular mitad tik tok mitad mio cosas,positive,0.93757164478302
3194,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3196,buenas buenas prankedy haces noches felices toco escuchando voz jajaja si resultara ganador iphone usaria trabajo veces manejar varias partes republica telefono viejo utilizar gps traba mucho,positive,0.9927636981010437
3197,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3199,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3201,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3202,prenderlo ser feliz,positive,0.9898560047149658
3203,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3205,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera universitaria,positive,0.9353160262107849
3206,utilizaria parra trabajar,positive,0.9098740220069885
3207,hola prankeddy ocuparia grabar propia musica,positive,0.903780996799469
3208,tomar vrgo fotos,positive,0.9685326814651489
3209,veria youtube hub,positive,0.9713706970214844
3210,primis,positive,0.9791470170021057
3211,tomar unas buenas fotos jaja ojala gane,positive,0.990314781665802
3212,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera,positive,0.9368431568145752
3214,primero haria iphone seria tomarles fotopatas vagabundos ciudad,negative,0.9751482009887695
3216,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera,positive,0.9368431568145752
3217,si gano primero haria seria destaparlo,negative,0.9130155444145203
3219,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera,positive,0.9368431568145752
3221,creo mejor vendo pagar titulacion k,positive,0.9182767868041992
3222,si ganara iphone haria broma esposa grabaria,negative,0.9382575750350952
3224,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera,positive,0.9368431568145752
3225,amo pranksexy si ganara iphone chinga jugaria brawl stars neta,positive,0.9908514618873596
3226,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera,positive,0.9368431568145752
3227,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera,positive,0.9368431568145752
3229,si gano iphone reganaria primo celular quebrado,negative,0.971062421798706
3231,hola prankedy primero haria seria usarlo trabajo,positive,0.9449278116226196
3233,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera,positive,0.9368431568145752
3236,iphone usaria uso diario ayudaria escuela correr aplicaciones podria llegar necesitar anatomia carrera,positive,0.9368431568145752
3237,ojala ganador iphone plus da gb jajaja,positive,0.9892277717590332
3241,si ganara seria mucha suerte cosa jajaja,positive,0.9412407875061035
3244,primero haria si gano iphone jubilar esta mal dice cansado jefe ojala gane,negative,0.9853845238685608
3245,si gano iphone primero haria seria tomar unas buenas fotos,positive,0.9038376808166504
3249,si gano cel usaria normal mio bien patricio,positive,0.9099310636520386
3252,si gano subo foto espejo buen usuario nuevo iphone jajajajjaja,positive,0.9818941950798035
3253,si gano regalar mio familiar,positive,0.9292851686477661
3254,si gano iphone suscribo senor tienda,positive,0.9391689300537109
3277,si gano iphone venderia ayudarle mama gastos familia ido bien,positive,0.9167643189430237
3287,telefono esta viejito aria bien nueva amo wey gracias hacerme reir prankedy,positive,0.9928033947944641
3289,quiero edy,positive,0.9906426072120667
3300,usaria poder tomar unas fotos geniales trabajo tatuador neta re regalaria tatuaje,positive,0.974291980266571
3302,jajajaja mejor,positive,0.9906300902366638
3307,vine historia prankedy jaja vaya ganando,positive,0.9431825280189514
3310,sr,positive,0.95816969871521
3311,primero haria seria darle iphone mama siempre ayudado mucho,positive,0.9811371564865112
3313,iphone utilizaria escuela trabajo siempre querido primeramente dios gane si hece falta,positive,0.9237097501754761
3315,senor mirame ojos ganar algooooo,positive,0.9640468955039978
3318,iphone seria mas insano free fire va correr poca madre juego tambien,negative,0.9359486103057861
3322,si gano iphone regalaria hermana estudiosa admiro mucho,positive,0.9843708872795105
3324,si gano rapo,positive,0.9151554107666016
3331,haria iphone seguro foto pal face saludos interior argentina!,positive,0.9848809242248535
3332,amo prankedy haria iphone regalarselo papa el el jala chido gracias,positive,0.9959237575531006
3335,regalaria hermana que iba comprar estafaron quedo cel dinero,negative,0.9894709587097168
3343,ganar iphone seria buen regalo ama feb,positive,0.9914845824241638
3345,haria ver snapchat,positive,0.9806239008903503
3347,utilizaria mejor calidad fotos tomo tareas subo teamo miamor,positive,0.9424654841423035
3349,espero ganar tiempo siguiendo tio edy,positive,0.9932205677032471
3354,neta deberias pagarles algooo pobres hacen corajess,negative,0.9630685448646545
3360,bromas siempre dan risa,positive,0.9120808243751526
3363,sacar fotos mamalonas gym,positive,0.9055511355400085
3368,creo gane si pasa jugare resident evil,positive,0.9075766801834106
3378,siii espero iphone grabar vaya concierto metallica,positive,0.9805532097816467
3383,ojala gane,positive,0.9372869729995728
3386,ver nuevas series pranckedy,positive,0.9927061200141907
3387,voy ganar primera mente dios,positive,0.9918718338012695
3388,hola amo,positive,0.9950432777404785
3389,daria mama telefono,positive,0.9394435286521912
3391,voy ganar primera mente dios,positive,0.9918718338012695
3394,voy ganar primera mente dios,positive,0.9918718338012695
3395,dale wachoooo,positive,0.9574809074401855
3396,voy ganar primera mente dios,positive,0.9918718338012695
3397,voy ganar primera mente dios,positive,0.9918718338012695
3399,si gano invito si buen,positive,0.9663719534873962
3400,voy ganar primera mente dios,positive,0.9918718338012695
3401,voy ganar,positive,0.9641392230987549
3402,si gano iphone usare empezar proyecto iniciar youtuber,positive,0.9282770752906799
3403,voy ganar primera mente dios,positive,0.9918718338012695
3406,voy ganar primera mente dios,positive,0.9918718338012695
3407,regalaria novia trae esta bien roto jajaja saludos prankedy,positive,0.9188094139099121
3408,voy ganar primera mente dios,positive,0.9918718338012695
3411,voy ganar primera mente dios,positive,0.9918718338012695
3412,participo v,positive,0.9691851735115051
3416,primero haria seria celebrar haber ganado,positive,0.9390988945960999
3418,voy ganar primera mente dios,positive,0.9918718338012695
3421,voy ganar primera mente dios,positive,0.9918718338012695
3422,si gano iphone daria papa regalo cumpleanos,positive,0.9220941662788391
3424,haria ja ja trolear alguien ia,negative,0.9736226201057434
3425,si gano iphone venderia poder seguir pagando universidad,negative,0.9886295795440674
3426,primero haria telefono seria instalar ia hacer bromas igual,negative,0.9676381349563599
3427,si gano iphone burlo hermanos siempre burlan tener samsung,negative,0.9844481945037842
3428,quinta parte,positive,0.95367830991745
3429,necesito parte,positive,0.9833768606185913
3430,como siempre rey bromas sacando mejores movimientos jaja,positive,0.991163969039917
3431,regalaselo papa,positive,0.9771883487701416
3433,amo serie we jaja,positive,0.99628084897995
3438,ojala pueda ganar va servir cel,positive,0.9190382361412048
3439,pondria ver prankedy,positive,0.9377594590187073
3441,vamos grabar history gane iphone like,positive,0.963110089302063
3445,toca ganar,positive,0.9876153469085693
3446,quiero ser ganador,positive,0.9790791273117065
3462,ojala gane prankedy,positive,0.96210777759552
3464,quiero ganar iphone favor,positive,0.9099370837211609
3465,cocjbs,positive,0.9661635756492615
3466,vendria comprar cosas bb,positive,0.9370214939117432
3469,toca tio prankedy,positive,0.9029485583305359
3476,ver sale jajaj,positive,0.9813862442970276
3477,iphone regalaria cumpleanos esposa,positive,0.9501549005508423
3480,regalo mama hijo,positive,0.9800463914871216
3481,ganar,positive,0.9770614504814148
3483,amo prankedy,positive,0.9957461953163147
3486,gano tomo full fotos,positive,0.9556623101234436
3489,brooo mejor,positive,0.990982711315155
3491,si llegara ganar telefono primero haria crear cuenta nueva suscribirme nuevo jaja saludos bro,positive,0.9841115474700928
3492,jugar,positive,0.9534119963645935
3493,prankedy si ok k asi dijo men comiendo ricas papitas sii huevo,positive,0.9561818242073059
3495,regalaria papa anos nunca tenido ningun celular asta fecha aparte pues cumpleanos regale que abia cashh,positive,0.9501551389694214
3497,buen uso,positive,0.994376540184021
3498,jugar,positive,0.9534119963645935
3499,jamas estaria chido buenas fotos jugar trabajar,positive,0.9664204716682434
3503,jugar cod,positive,0.9678289294242859
3504,hola,positive,0.9795252084732056
3505,regalo alguien especial,positive,0.9931516647338867
3519,iria playa probar camara,positive,0.9242702126502991
3526,iphone tomar buenas pics v,positive,0.9871270656585693
3527,si ganara iphone venderia pagaria estudios,negative,0.9335736036300659
3528,tambien poder hacer tareas mas facilidad,positive,0.9744815230369568
3529,si gano iphone doy jefecita siempre querido gano poder regalar asi,positive,0.9787230491638184
3536,jajaja,positive,0.9424360394477844
3541,primero haria seria agradecerte tomarme selfie,positive,0.9905425906181335
3546,primero haria iphone nuevo seria tirar alv iphone camara rota hace ano,negative,0.9713876247406006
3551,usaria hacer fotografias hago hace anos mejor calidad,positive,0.985765814781189
3552,primero haria regalarselo mama,positive,0.9531077146530151
3556,primero haria si gano iphone presumirselo chat envidia,negative,0.9529417157173157
3557,primero sabria usarlo jajajja estaria toda madre tener,positive,0.9547404050827026
3559,primera vez ganar vida descargar libros,positive,0.9694393277168274
3561,viene cumpleanos gustaria recibir regalo telefono,positive,0.9855967164039612
3563,nose xq pre terminan utilizando madres si ganara utilizaria estudios haci tendria q lidiar q tengo ano cumple ano comprado xq situacion cm saben esta bien fea chao,negative,0.9815099239349365
3569,iphone pasaria dia viendo rule prankedy,positive,0.9387785792350769
3570,haria iphone seria sacarme fotos abuelita queden recuerdo siempre fotos buena resolucion,positive,0.9469545483589172
3572,regalarselo esposa cel,positive,0.957802414894104
3579,regalarlo esposa,positive,0.9683160185813904
3584,sacar unas buenas fotos saca celular estan bien borrosas,positive,0.9447928667068481
3586,hola si gano iphone aria seria regalarcelo mama nunca telefono celular gustaria verla gracias,positive,0.9635816812515259
3592,quiero,positive,0.9677879810333252
3595,voy iphone!!!,positive,0.9463131427764893
3596,primero haria seria llorar felicidad ganarmelo,positive,0.9261625409126282
3597,primero haria pensar broma,negative,0.9332955479621887
3606,simegano iphone aprendoaescribir,positive,0.9370726943016052
3611,descargar wa,positive,0.9634341597557068
3614,primero haria seria venderlo,negative,0.910393238067627
3615,abrir only fans,positive,0.991909921169281
3616,ver documental leones marinos pinguinos,positive,0.944718062877655
3618,gustaria ser ganador iphone poder trabajar proyectos poder tener contenido mas calidad menos,positive,0.9715903401374817
3621,primero haria suscribirme only fans rey misterio,positive,0.9905602335929871
3628,regalarselo hija,positive,0.9754154682159424
3629,vamos ver si puedo ganar,positive,0.9456853270530701
3632,feo llanta pues nimodo usaria iphone darle telefono mama quedarme jeje,negative,0.9723824262619019
3635,usaria ver tiktoks kunno,positive,0.9685843586921692
3636,ver pelicula,positive,0.9917347431182861
3643,regalaria esposa!!!,positive,0.9877190589904785
3646,regalo mama,positive,0.9869073629379272
3647,regalarselo mama,positive,0.9898316860198975
3648,regalo jefecita,positive,0.9499630928039551
3652,pa regalarcelo esposa !!,positive,0.9944041967391968
3654,regalaria mama,positive,0.9813702702522278
3655,esposa seria unvuen regalo febrero,positive,0.9707222580909729
3656,grabaria mandando beso prankedy,positive,0.9166839718818665
3657,ver chica doble premio,positive,0.980771005153656
3658,regalaria mama,positive,0.9813702702522278
3659,si ganara iphon dejaria eches mayonesa casera jsjsjs broma pues podria cambiar telefono darle hermana bien jodido,negative,0.9848575592041016
3661,veria pelicula santo momias si gano,positive,0.9203275442123413
3662,gpi!!,positive,0.9745692610740662
3665,guatemala asi suerte amigos mexicanos iphone,positive,0.9817748069763184
3666,poder estudiar escuela,positive,0.9469522833824158
3668,tomare unas fotos,positive,0.9726744294166565
3670,prankedy eligeme jodido,negative,0.9677121639251709
3674,si gano iphone marco ama decirle gane iphone,positive,0.9839923977851868
3677,celular regalaria hermano pues necesita cel apenas robaron,negative,0.9208325743675232
3678,ocuparia filmar pelicula,positive,0.944401204586029
3684,alch ocuparia iphone poder seguir estudiando analilsis tecnico seguir viendo queridisimo prankedy jeje,positive,0.9571273922920227
3686,gane voy ver bromas inteligencia artificial,positive,0.9173194766044617
3688,si gano suscribo only fans rey misterio,positive,0.9900490045547485
3690,si gano iphone regalo mio hermana,positive,0.9158446788787842
3692,primero haria seria jugar buena partida clash royale,positive,0.9686047434806824
3693,cristiano mejor q messi xd we,positive,0.9913445711135864
3695,ojala algun dia ganar iphone,positive,0.960548460483551
3696,jaja entrenador free fire,positive,0.9343019723892212
3697,tareas pues que hace robaron telefono ahora solo ocupo telefono hermano,negative,0.9283750057220459
3698,suerte gane aiphon xd,positive,0.9859127402305603
3699,primero seria ver prankedy hd,positive,0.9254515767097473
3703,prankedy enoja mejor pinchen llanta tirren lap,negative,0.9325171113014221
3705,tomar buenas fotos iphone,positive,0.9903239011764526
3706,si gano regalaria cumpleanos familiar mio,positive,0.9592294096946716
3707,primero haria seria ver novelas pagina azul,positive,0.9691197872161865
3710,si gano iphone podre grabar mejor calidad reels titktos redes sociales buscando difundir estudio fotografia llegar gente medio fotografia seria mas herramienta trabajo,positive,0.9624541401863098
3724,si gano iphone suscribo onlyfan rey misterio,positive,0.9663010239601135
3725,arma broma,negative,0.9026485085487366
3726,gane iphone qp,positive,0.9528936743736267
3728,tomar fotos mas calidad,positive,0.9811769723892212
3729,arriba cristiano ronaldo,positive,0.924310564994812
3732,primero haria iphone seria hacer bromas tu,negative,0.9569628238677979
3733,primero haria seria tomarme foto etiquetar gran prakendy,positive,0.9473978281021118
3735,regalar telefono,positive,0.9291693568229675
3745,regalarselo esposa robaron bro abajo copia pirata rey bromas alv,negative,0.9506839513778687
3747,primero haria seria tomarme foto mandarsela compas saludos,positive,0.9812518358230591
3749,usaria tener mejor facilidad poder hacer tareas enfocar mas imagen hora subirla classroom,positive,0.972727358341217
3750,regalarselo hermano iphone unu,positive,0.968068540096283
3754,usaria poder descargar juegos pueden descargar telefono actual,positive,0.9697978496551514
3756,seria feliz!,positive,0.99439537525177
3758,quiero trabajo jaja,positive,0.9838865399360657
3763,ver chicas,positive,0.9915620684623718
3764,jaja,positive,0.9623000025749207
3765,primero haria seria configurarlo fin tener telefono bueno,positive,0.9354628920555115
3767,verte mejor jajaja,positive,0.9941256046295166
3768,jugar frefire,positive,0.9198192358016968
3772,darle hermana cel qu gusto quedarme joyita,positive,0.9950044751167297
3774,pos escuchar dani flow volumen,positive,0.962312638759613
3781,espero ganarme iphone! primero haria tomar muchas fotos,positive,0.9753091931343079
3785,comentario mas likes gay,positive,0.9670611023902893
3786,regalaria telefono novia que hecho merece,positive,0.9900611639022827
3788,si gano grabare youtube,positive,0.9310929179191589
3790,as parte encontrandose personas conoci internet,positive,0.9205305576324463
3793,primero aria seria dejar celular viejo darte gracias,positive,0.9851736426353455
3799,usaria ver famosisimo prankedy yt xd,positive,0.9845609664916992
3802,usaria poder tomar fotos,positive,0.9618237018585205
3803,usaria poder tomar fotos,positive,0.9618237018585205
3808,siempre bien pasado lanza vato xd,positive,0.9800675511360168
3812,primero haria descargar rappi usar codigos,negative,0.9390804171562195
3815,only fans rey misterio jajajaja,positive,0.9965180158615112
3816,tomar fotos naturaleza,positive,0.9714189767837524
3818,tomaria foto asi bien pro,positive,0.9497563242912292
3821,quiero iphone echar unas buenas chateadas whats,positive,0.982505202293396
3822,mamo inteligencia artificial,negative,0.9784074425697327
3829,si ganara usara pa ver nopor chile sincero gracias,positive,0.9802363514900208
3832,primero haria tomarme foto jajajaja,positive,0.9643369317054749
3833,promocionar mas negocio,positive,0.9838162064552307
3834,listo! primero haria seria darselo compa que apenas compro robaron,negative,0.901159405708313
3837,gustaria rregalarle ifon m i mama sirve vien quiero prankedy espero ganarmel,positive,0.9196179509162903
3838,primero haria seria suscribirme of rey misterio,positive,0.9733861684799194
3846,regalaria jefa saludos tio prankedy,positive,0.9853844046592712
3847,primero haria movil tan bueno es aprender utilizar aplicaciones continuar vendiendo disenos graficos sacar adelante familia hogar,positive,0.9570083618164062
3850,hare venderlo comprarme memorias gb ram mi pc master race,negative,0.930007815361023
3854,ver senor tienda,positive,0.9720752835273743
3856,buena promo pake taxo trae joven jugando escondidas abuelo,positive,0.9863921403884888
3859,primero hare ver buena pelicula netflix,positive,0.9945976734161377
3860,si ganara iphone venderia poder comprar medicinas abuela encuentra enferma,negative,0.9673924446105957
3865,chiriwillos bien chistosos jajaja,positive,0.969379723072052
3866,seris util universidad iphone,positive,0.9492939710617065
3868,daria uso iphone tomar buenas fotos,positive,0.9772626757621765
3870,viaje,positive,0.9760245680809021
3872,jajaja mms camarada caga risa,positive,0.9014203548431396
3881,quiero iphone tomar fotos ahora vaya viaje paaa,positive,0.9500501155853271
3894,unas fotos perronas,positive,0.923721432685852
3895,espero conseguir iphone profes quejen tarea,negative,0.9298248291015625
3896,primero haria compartir bestia contenido que aparte ser bueno siempre sacas sonrisa segundo siempre cumples dices!,positive,0.9637932777404785
3897,si gano iphone primero haria seria apreciarlo olerlo,positive,0.9030892252922058
3898,usaria jefa cel bueno fin,positive,0.9592168927192688
3899,cuidaria celular bueno siempre traba aveces apaga quisiera posibilidad tener phone ver como agradeceria si das,positive,0.9201943874359131
3900,primero haria seria ver alguna pelicula serie,positive,0.9090745449066162
3901,primero q haria seria compartir q gane iphone redes sociales jaja,positive,0.9688162803649902
3902,si gano iphone regalare mama dia cumpleanos febrero,positive,0.9546265602111816
3905,neta venderia fon asi tener dinero resolver pedos,negative,0.9197274446487427
3906,usaria iphone ver gotas ver mejores bromas,positive,0.9223456978797913
3910,si gana iphone seria perro feliz grabar conciertos,positive,0.9585056900978088
3914,of,positive,0.9346839189529419
3917,pues njnca eh iphone pues daria buen uso,positive,0.9611623883247375
3918,obsequiaria hermana anela tener,positive,0.9917026162147522
3920,animo prankedy si elegido ganar telefono usaria hacer trabajos mas detallados telefono,positive,0.9755566716194153
3922,usaria proyectos,positive,0.9289572238922119
3929,obviamente ver porn digo tomaria monton fotos jaja ayudaria carrera fotografia,positive,0.9703958034515381
3932,pues aprovecharia camara,positive,0.9853153228759766
3934,quiero venderlo,negative,0.9579447507858276
3938,haria iphone darselo mama echo creo seria gran regalo pronto acerca cumple gustaria sorprenderla,positive,0.9768610000610352
3941,haria seria regalarselo novia celular momento ayudaria negocio ventas linea,positive,0.9670017957687378
3948,comentarios harian aifon! primero unas fotukis,negative,0.9279417395591736
3953,jugar ver tener iphone,positive,0.9658749103546143
3955,recien asaltaron entonces iphone venderia compraria solo necesario demas uni salir pq benito jala,negative,0.9778966903686523
3956,ir tomar fotos!,positive,0.9891681671142578
3959,suscribirme activar campanita iphone sae keloke tigre,positive,0.9671216607093811
3960,pues usarlo,positive,0.9170594811439514
3965,iphone verdad pondra tomar fotos verdad gusta fotografia iphone buena camara ayudaria,positive,0.9641435146331787
3969,tomaria fotos bien chidass,positive,0.9038200378417969
3970,darselo hermana,positive,0.9076061844825745
3973,tomaria unas buenas pics iphone,positive,0.9837709665298462
3975,naic,positive,0.9374097585678101
3980,grabaria,positive,0.9286507368087769
3981,primero haria celular seria entrar paginas prohibidas ligar mamazitaz,negative,0.9621309638023376
3982,primero haria seria ver tiktok,positive,0.9372288584709167
3983,si gano iphone regalaria mama q robaron antier,negative,0.9088114500045776
3984,pretendo empezar grabar contenido,positive,0.9641318917274475
3985,ocuparia celular ver porno hacerme pendejo,negative,0.9403689503669739
3989,uf alcatel god pa venderlo,negative,0.9081372022628784
3991,momento epico jajaja,positive,0.9936151504516602
3992,verdad ocuparia telefono universidad envian mucha informacion aguanta lio,negative,0.9481306672096252
3993,si gano iphone voy tirar horas pura paja saben sitios llenos virus caraj,negative,0.9760153293609619
4000,daria gfa,positive,0.9363979697227478
4006,haria ilusion tener iphone pues posibilidad tener uno familia dinero hago puedo tener aun asi iphone quisiera mi quisiera mi novia igual haria mucha ilusion tener uno,positive,0.9577275514602661
4008,primero haria regalarselo hermana merece grande esfuerzo escuela,positive,0.9862770438194275
4014,suscribo nuevo prankedy,positive,0.9900800585746765
4020,gustaria aifon verdad mama espero ganar gracias,positive,0.9954409599304199
